ModelSEED ID,External ID,Source
rxn42472,RXN-17931,MetaCyc
rxn42473,RXN-19731,MetaCyc
rxn42474,2.4.1.205-RXN,MetaCyc
rxn42475,RXN-18683,MetaCyc
rxn42476,RXN-19105,MetaCyc
rxn42477,RXN-8318,MetaCyc
rxn42478,RXN-16486,MetaCyc
rxn42479,2.4.1.65-RXN,MetaCyc
rxn42480,RXN-17786,MetaCyc
rxn42481,RXN-18111,MetaCyc
rxn42482,RXN-16974,MetaCyc
rxn42483,RXN-16522,MetaCyc
rxn42484,RXN-715,MetaCyc
rxn42485,RXN-15031,MetaCyc
rxn42486,RXN-15359,MetaCyc
rxn42487,RXN-19943,MetaCyc
rxn42488,RXN-16429,MetaCyc
rxn42489,RXN-17042,MetaCyc
rxn42490,3.4.14.10-RXN,MetaCyc
rxn42491,2.4.1.88-RXN,MetaCyc
rxn42492,3.4.17.21-RXN,MetaCyc
rxn42493,RXN-16992,MetaCyc
rxn42495,RXN-15208,MetaCyc
rxn42496,RXN-18948,MetaCyc
rxn42497,RXN-16550,MetaCyc
rxn42498,RXN-10451,MetaCyc
rxn42499,RXN-18232,MetaCyc
rxn42500,RXN-19314,MetaCyc
rxn42501,RXN-15036,MetaCyc
rxn42502,RXN-1728,MetaCyc
rxn42503,RXN-18769,MetaCyc
rxn42504,HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN,MetaCyc
rxn42505,RXN-17112,MetaCyc
rxn42506,RXN-12184,MetaCyc
rxn42507,RXN-14013,MetaCyc
rxn42508,RXN-18070,MetaCyc
rxn42509,RXN-18480,MetaCyc
rxn42510,RXN-19522,MetaCyc
rxn42511,RXN-18805,MetaCyc
rxn42512,RXN-16072,MetaCyc
rxn42513,RXN-17200,MetaCyc
rxn42514,3.4.22.61-RXN,MetaCyc
rxn42515,RXN-15324,MetaCyc
rxn42516,3.4.22.59-RXN,MetaCyc
rxn42517,RXN-15977,MetaCyc
rxn42518,RXN-16473,MetaCyc
rxn42519,RXN-16593,MetaCyc
rxn42520,RXN-18126,MetaCyc
rxn42521,RXN-16876,MetaCyc
rxn42522,RXN-9918,MetaCyc
rxn42523,RXN-16757,MetaCyc
rxn42524,RXN-16309,MetaCyc
rxn42525,RXN-17009,MetaCyc
rxn42526,RXN-17744,MetaCyc
rxn42527,3.4.11.21-RXN,MetaCyc
rxn42528,RXN-14867,MetaCyc
rxn42530,RXN-8163,MetaCyc
rxn42531,RXN-17352,MetaCyc
rxn42532,RXN-19634,MetaCyc
rxn42533,RXN-10981,MetaCyc
rxn42534,RXN-19440,MetaCyc
rxn42535,RXN-17843,MetaCyc
rxn42536,RXN-17753,MetaCyc
rxn42537,RXN-18743,MetaCyc
rxn42538,RXN-16825,MetaCyc
rxn42539,RXN-18443,MetaCyc
rxn42540,RXN-13611,MetaCyc
rxn42541,RXN-8916,MetaCyc
rxn42542,RXN-16900,MetaCyc
rxn42543,RXN-14712,MetaCyc
rxn42544,RXN-15354,MetaCyc
rxn42545,RXN-14881,MetaCyc
rxn42546,RXN-15382,MetaCyc
rxn42547,RXN-18403,MetaCyc
rxn42548,RXN-778,MetaCyc
rxn42549,RXN-15971,MetaCyc
rxn42550,RXN-18216,MetaCyc
rxn42551,RXN-15178,MetaCyc
rxn42552,RXN-11814,MetaCyc
rxn42553,RXN-14773,MetaCyc
rxn42554,1.1.99.28-RXN,MetaCyc
rxn42555,RXN-19458,MetaCyc
rxn42556,RXN-14874,MetaCyc
rxn42557,RXN-13280,MetaCyc
rxn42558,RXN-16524,MetaCyc
rxn42559,RXN-19633,MetaCyc
rxn42560,RXN-8346,MetaCyc
rxn42561,RXN-13894,MetaCyc
rxn42562,RXN-16943,MetaCyc
rxn42563,RXN-19506,MetaCyc
rxn42564,CROBETREDUCT-RXN,MetaCyc
rxn42565,RXN-14327,MetaCyc
rxn42566,RXN-15119,MetaCyc
rxn42567,2-HALOACID-DEHALOGENASE-RXN,MetaCyc
rxn42568,THIOREDOXIN-RXN,MetaCyc
rxn42569,TRANS-RXN-370,MetaCyc
rxn42570,RXN-14560,MetaCyc
rxn42571,TRANS-RXN0-520,MetaCyc
rxn42572,RXN-15631,MetaCyc
rxn42573,RXN-13397,MetaCyc
rxn42574,N-ACETYLLACTOSAMINE-SYNTHASE-RXN,MetaCyc
rxn42575,RXN-16646,MetaCyc
rxn42576,1.14.13.67-RXN,MetaCyc
rxn42577,RXN-16132,MetaCyc
rxn42578,RXN-14600,MetaCyc
rxn42579,RXN-19460,MetaCyc
rxn42580,RXN-11554,MetaCyc
rxn42581,3.1.4.14-RXN,MetaCyc
rxn42582,1.13.11.45-RXN,MetaCyc
rxn42583,RXN-17328,MetaCyc
rxn42584,RXN-14609,MetaCyc
rxn42585,RXN-11547,MetaCyc
rxn42586,RXN-17951,MetaCyc
rxn42587,RXN-8782,MetaCyc
rxn42588,RXN18HP-7,MetaCyc
rxn42589,RXN-16995,MetaCyc
rxn42590,RXN-17486,MetaCyc
rxn42591,RXN-16485,MetaCyc
rxn42592,RXN-16867,MetaCyc
rxn42593,RXN-17292,MetaCyc
rxn42594,LEUCPEL-RXN,MetaCyc
rxn42595,RXN-12682,MetaCyc
rxn42596,RXN-15860,MetaCyc
rxn42597,TRANS-RXN-314,MetaCyc
rxn42598,RXN-16107,MetaCyc
rxn42599,RXN-15690,MetaCyc
rxn42600,RXN-19517,MetaCyc
rxn42601,RXN-14706,MetaCyc
rxn42602,RXN-15500,MetaCyc
rxn42603,RXN-18779,MetaCyc
rxn42603,RXN-19346,MetaCyc
rxn42603,RXN0-6998,MetaCyc
rxn42604,2.3.1.73-RXN,MetaCyc
rxn42605,RXN-14295,MetaCyc
rxn42606,RXN-19164,MetaCyc
rxn42607,RXN-18772,MetaCyc
rxn42608,RXN-15611,MetaCyc
rxn42609,RXN-16106,MetaCyc
rxn42610,RXN-13746,MetaCyc
rxn42611,RXN-15236,MetaCyc
rxn42612,RXN-8705,MetaCyc
rxn42613,TRANS-RXN-342,MetaCyc
rxn42614,RXN-15016,MetaCyc
rxn42615,RXN1G-236,MetaCyc
rxn42616,RXN0-6566,MetaCyc
rxn42617,RXN-10794,MetaCyc
rxn42618,3.4.24.75-RXN,MetaCyc
rxn42619,RXN-16891,MetaCyc
rxn42620,3.1.26.12-RXN,MetaCyc
rxn42621,KETOLACTOSE-RXN,MetaCyc
rxn42622,RXN-16126,MetaCyc
rxn42623,RXN-18502,MetaCyc
rxn42624,RXN-13930,MetaCyc
rxn42625,RXN-13487,MetaCyc
rxn42626,1.14.13.37-RXN,MetaCyc
rxn42627,RXN-11682,MetaCyc
rxn42628,RXN-11887,MetaCyc
rxn42629,RXN-8760,MetaCyc
rxn42630,FERRIC-CHELATE-REDUCTASE-RXN,MetaCyc
rxn42631,RXN-16827,MetaCyc
rxn42632,RXN-15590,MetaCyc
rxn42633,RXN-19538,MetaCyc
rxn42634,RXN-19531,MetaCyc
rxn42635,RXN-13623,MetaCyc
rxn42636,RXN-9689,MetaCyc
rxn42637,RXN-18943,MetaCyc
rxn42637,RXN-19373,MetaCyc
rxn42638,RXN-18093,MetaCyc
rxn42639,RXN-14632,MetaCyc
rxn42641,RXN-19409,MetaCyc
rxn42642,RXN-15712,MetaCyc
rxn42643,RXN-15287,MetaCyc
rxn42644,RXN-17609,MetaCyc
rxn42645,RXN-14880,MetaCyc
rxn42646,3.4.21.68-RXN,MetaCyc
rxn42646,3.4.21.73-RXN,MetaCyc
rxn42647,RXN-17833,MetaCyc
rxn42648,TRANS-RXN-157,MetaCyc
rxn42649,RXN-18759,MetaCyc
rxn42650,RXN-17879,MetaCyc
rxn42651,RXN-4505,MetaCyc
rxn42652,R527-RXN,MetaCyc
rxn42653,RXN-11944,MetaCyc
rxn42654,RXN-19364,MetaCyc
rxn42655,RXN-17467,MetaCyc
rxn42656,RXN-11189,MetaCyc
rxn42657,RXN-14207,MetaCyc
rxn42658,RXN-18465,MetaCyc
rxn42659,RXN-19471,MetaCyc
rxn42660,RXN0-6485,MetaCyc
rxn42661,RXN1G-3613,MetaCyc
rxn42662,TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN,MetaCyc
rxn42664,RXN-16495,MetaCyc
rxn42665,3.4.21.5-RXN,MetaCyc
rxn42666,RXN-19624,MetaCyc
rxn42667,RXN66-499,MetaCyc
rxn42668,RXN-15932,MetaCyc
rxn42669,RXN-15618,MetaCyc
rxn42670,RXN-13658,MetaCyc
rxn42671,RXN-15688,MetaCyc
rxn42672,RXN-18284,MetaCyc
rxn42673,RXN-17733,MetaCyc
rxn42674,RXN-15938,MetaCyc
rxn42675,RXN-18039,MetaCyc
rxn42676,RXN-19803,MetaCyc
rxn42678,RXN-12649,MetaCyc
rxn42679,RXN-14663,MetaCyc
rxn42680,RXN-15465,MetaCyc
rxn42681,RXN-15081,MetaCyc
rxn42682,RXN-11128,MetaCyc
rxn42683,RXN-18894,MetaCyc
rxn42684,GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN,MetaCyc
rxn42685,RXN0-7078,MetaCyc
rxn42686,RXN-14087,MetaCyc
rxn42687,3.2.1.130-RXN,MetaCyc
rxn42688,RXN-17066,MetaCyc
rxn42689,RXN-17395,MetaCyc
rxn42690,3.4.14.9-RXN,MetaCyc
rxn42691,TRANS-RXN0-529,MetaCyc
rxn42692,RXN-8352,MetaCyc
rxn42693,RXN-16100,MetaCyc
rxn42694,RXN-11661,MetaCyc
rxn42695,RXN-18887,MetaCyc
rxn42696,RXN-13902,MetaCyc
rxn42697,RXN0-5513,MetaCyc
rxn42698,RXN1F-166,MetaCyc
rxn42699,RXN-19758,MetaCyc
rxn42700,RXN-3165,MetaCyc
rxn42701,RXN-18101,MetaCyc
rxn42702,RXN-19113,MetaCyc
rxn42703,RXN-18884,MetaCyc
rxn42704,LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN,MetaCyc
rxn42705,RXN-8959,MetaCyc
rxn42706,RXN-18188,MetaCyc
rxn42707,RXN-16207,MetaCyc
rxn42708,RXN-8726,MetaCyc
rxn42709,RXN-11319,MetaCyc
rxn42710,RXN-18181,MetaCyc
rxn42711,RXN-9738,MetaCyc
rxn42712,RXN-10651,MetaCyc
rxn42713,RXN-13929,MetaCyc
rxn42714,RXN-17645,MetaCyc
rxn42715,RXN-17207,MetaCyc
rxn42716,RXN-15728,MetaCyc
rxn42717,RXN-11930,MetaCyc
rxn42718,3.1.16.1-RXN,MetaCyc
rxn42719,RXN-8755,MetaCyc
rxn42721,RXN-19411,MetaCyc
rxn42722,RXN-19221,MetaCyc
rxn42723,RXN-18611,MetaCyc
rxn42724,RXN0-5413,MetaCyc
rxn42725,R526-RXN,MetaCyc
rxn42726,RXN-14957,MetaCyc
rxn42727,RXN-15029,MetaCyc
rxn42728,RXN-17335,MetaCyc
rxn42729,RXN-17860,MetaCyc
rxn42730,RXN-18958,MetaCyc
rxn42731,1.5.5.1-RXN-YEAST,MetaCyc
rxn42732,RXN-15648,MetaCyc
rxn42733,RXN-3164,MetaCyc
rxn42734,RXN-18545,MetaCyc
rxn42735,RXN-17002,MetaCyc
rxn42736,RXN-18675,MetaCyc
rxn42737,RXN-6684,MetaCyc
rxn42738,RXN-17238,MetaCyc
rxn42739,RXN-16476,MetaCyc
rxn42740,RXN-17576,MetaCyc
rxn42742,RXN-15907,MetaCyc
rxn42743,RXN-19788,MetaCyc
rxn42744,RXN-11467,MetaCyc
rxn42745,RXN-19418,MetaCyc
rxn42746,RXN-9102,MetaCyc
rxn42747,RXN-14784,MetaCyc
rxn42748,RXN-14629,MetaCyc
rxn42749,RXN-9750,MetaCyc
rxn42750,RXN-16084,MetaCyc
rxn42751,RXN0-7114,MetaCyc
rxn42752,RXN-19834,MetaCyc
rxn42753,RXN-19585,MetaCyc
rxn42754,RXN-17539,MetaCyc
rxn42755,RXN-16389,MetaCyc
rxn42756,RXN-16728,MetaCyc
rxn42757,RXN-11907,MetaCyc
rxn42758,CARNITINE-3-DEHYDROGENASE-RXN,MetaCyc
rxn42759,3.4.21.114-RXN,MetaCyc
rxn42760,RXN-15250,MetaCyc
rxn42761,RXN-14198,MetaCyc
rxn42762,RXN-15112,MetaCyc
rxn42763,RXN-18133,MetaCyc
rxn42764,RXN-19261,MetaCyc
rxn42765,RXN-11977,MetaCyc
rxn42766,RXN-17695,MetaCyc
rxn42767,RXN-13730,MetaCyc
rxn42768,RXN-9844,MetaCyc
rxn42769,RXN-13584,MetaCyc
rxn42770,RXN-18972,MetaCyc
rxn42771,QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN,MetaCyc
rxn42772,RXN-16243,MetaCyc
rxn42773,RXN-16246,MetaCyc
rxn42774,TRANS-RXN-290,MetaCyc
rxn42776,TAGATOSE-KINASE-RXN,MetaCyc
rxn42777,RXN-15823,MetaCyc
rxn42778,DNA-LIGASE-NAD+-RXN,MetaCyc
rxn42779,RXN-15755,MetaCyc
rxn42780,RXN-11085,MetaCyc
rxn42781,RXN-19744,MetaCyc
rxn42782,RXN-10014,MetaCyc
rxn42783,TRANS-RXN-267,MetaCyc
rxn42783,TRANS-RXN0-507,MetaCyc
rxn42784,RXN-1025,MetaCyc
rxn42785,RXN-18513,MetaCyc
rxn42786,RXN-15198,MetaCyc
rxn42787,3.2.1.17-RXN,MetaCyc
rxn42788,RXN-17124,MetaCyc
rxn42789,RXN-15514,MetaCyc
rxn42790,RXN-15323,MetaCyc
rxn42791,RXN-15218,MetaCyc
rxn42792,RXN-8837,MetaCyc
rxn42793,RXN-16300,MetaCyc
rxn42794,3.4.11.18-RXN,MetaCyc
rxn42795,RXN-16587,MetaCyc
rxn42796,RXN-14465,MetaCyc
rxn42797,RXN-14336,MetaCyc
rxn42798,RXN-13713,MetaCyc
rxn42799,RXN66-181,MetaCyc
rxn42800,RXN-14994,MetaCyc
rxn42801,RXN-17193,MetaCyc
rxn42802,RXN-17256,MetaCyc
rxn42803,RXN-17752,MetaCyc
rxn42804,RXN-19715,MetaCyc
rxn42805,3.5.99.5-RXN,MetaCyc
rxn42806,RXN-15966,MetaCyc
rxn42807,RXN-16629,MetaCyc
rxn42808,RXN-14313,MetaCyc
rxn42809,RXN-16692,MetaCyc
rxn42810,QOR-RXN,MetaCyc
rxn42811,TRANS-RXN0-519,MetaCyc
rxn42812,RXN-18824,MetaCyc
rxn42813,RXN-14803,MetaCyc
rxn42814,RXN-17187,MetaCyc
rxn42815,RXN-15419,MetaCyc
rxn42816,RXN-661,MetaCyc
rxn42817,RXN0-7275,MetaCyc
rxn42818,RXN-16033,MetaCyc
rxn42819,RXN-17350,MetaCyc
rxn42820,RXN-9830,MetaCyc
rxn42821,RXN-11952,MetaCyc
rxn42822,RXN-19563,MetaCyc
rxn42823,RXN-18869,MetaCyc
rxn42825,RXN-15773,MetaCyc
rxn42826,RXN-16073,MetaCyc
rxn42828,RXN-18416,MetaCyc
rxn42829,GLUCOSE-DEHYDROGENASE-ACCEPTOR-RXN,MetaCyc
rxn42830,RXN-14234,MetaCyc
rxn42831,RXN-16927,MetaCyc
rxn42832,RXN-16675,MetaCyc
rxn42833,2.4.1.124-RXN,MetaCyc
rxn42834,RXN-16460,MetaCyc
rxn42835,RXN-14816,MetaCyc
rxn42836,RXN-11109,MetaCyc
rxn42837,RXN-15942,MetaCyc
rxn42838,RXN-19264,MetaCyc
rxn42839,RXN-5472,MetaCyc
rxn42840,RXN0-7250,MetaCyc
rxn42841,RXN-12193,MetaCyc
rxn42841,RXN-14354,MetaCyc
rxn42842,RXN66-506,MetaCyc
rxn42843,RXN-16700,MetaCyc
rxn42844,RXN-19034,MetaCyc
rxn42845,RXN-17052,MetaCyc
rxn42846,RXN-17690,MetaCyc
rxn42847,RXN-17472,MetaCyc
rxn42848,RXN-15772,MetaCyc
rxn42850,RXN-18497,MetaCyc
rxn42851,RXN-19666,MetaCyc
rxn42852,RXN-17624,MetaCyc
rxn42853,RXN-18926,MetaCyc
rxn42854,RXN-14738,MetaCyc
rxn42855,RXN-10831,MetaCyc
rxn42856,RXN-13561,MetaCyc
rxn42857,RXN-13497,MetaCyc
rxn42858,RXN-17170,MetaCyc
rxn42859,RXN-17847,MetaCyc
rxn42860,RXN-17836,MetaCyc
rxn42861,RXN-11148,MetaCyc
rxn42862,RXN-12587,MetaCyc
rxn42863,3.2.1.129-RXN,MetaCyc
rxn42864,RXN-14789,MetaCyc
rxn42865,RXN-16699,MetaCyc
rxn42866,FCLREDUCT-RXN,MetaCyc
rxn42867,RXN-8435,MetaCyc
rxn42868,RXN-14276,MetaCyc
rxn42869,RXN66-474,MetaCyc
rxn42870,RXN0-5204,MetaCyc
rxn42871,RXN-15849,MetaCyc
rxn42872,RXN-18024,MetaCyc
rxn42873,RXN-16557,MetaCyc
rxn42874,ABC-28-RXN,MetaCyc
rxn42875,3.1.6.7-RXN,MetaCyc
rxn42876,1.2.99.3-RXN,MetaCyc
rxn42877,RXN-16313,MetaCyc
rxn42878,3.4.11.5-RXN,MetaCyc
rxn42879,RXN-13799,MetaCyc
rxn42880,RXN-19691,MetaCyc
rxn42881,RXN-13517,MetaCyc
rxn42882,TRANS-RXN-328,MetaCyc
rxn42883,RXN-13733,MetaCyc
rxn42884,RXN-17788,MetaCyc
rxn42885,RXN0-746,MetaCyc
rxn42886,2.4.1.68-RXN,MetaCyc
rxn42887,1.14.13.95-RXN,MetaCyc
rxn42888,RXN-17147,MetaCyc
rxn42889,RXN-14167,MetaCyc
rxn42890,RXN-19605,MetaCyc
rxn42891,RXN-18994,MetaCyc
rxn42892,RXN-17035,MetaCyc
rxn42893,RXN-1064,MetaCyc
rxn42894,METHCOCLTH-RXN,MetaCyc
rxn42895,RXN-18909,MetaCyc
rxn42896,RXN-13632,MetaCyc
rxn42897,RXN-17718,MetaCyc
rxn42898,RXN-12440,MetaCyc
rxn42899,RXN-13560,MetaCyc
rxn42900,RXN-13567,MetaCyc
rxn42901,RXN-17523,MetaCyc
rxn42902,RXN-15949,MetaCyc
rxn42903,RXN-14932,MetaCyc
rxn42904,RXN-15479,MetaCyc
rxn42905,RXN-12869,MetaCyc
rxn42906,RXN-8696,MetaCyc
rxn42907,RXN-14054,MetaCyc
rxn42908,RXN-15440,MetaCyc
rxn42909,RXN-18842,MetaCyc
rxn42910,RXN-14379,MetaCyc
rxn42911,RXN-11948,MetaCyc
rxn42912,RXN-16913,MetaCyc
rxn42913,RXN-15456,MetaCyc
rxn42914,RXN-12797,MetaCyc
rxn42915,RXN-14348,MetaCyc
rxn42916,RXN-15298,MetaCyc
rxn42917,GST-RXN,MetaCyc
rxn42918,RXN-18802,MetaCyc
rxn42919,RXN-19733,MetaCyc
rxn42920,RXN-14794,MetaCyc
rxn42921,RXN-11174,MetaCyc
rxn42923,RXN-17914,MetaCyc
rxn42924,RXN-18538,MetaCyc
rxn42925,RXN-18615,MetaCyc
rxn42926,RXN-19698,MetaCyc
rxn42927,RXN-17397,MetaCyc
rxn42928,RXN-15769,MetaCyc
rxn42929,RXN-8719,MetaCyc
rxn42930,RXN-19278,MetaCyc
rxn42931,RXN-13454,MetaCyc
rxn42932,RNA-POLYMERASE-SUBUNIT-KINASE-RXN,MetaCyc
rxn42933,RXN-15313,MetaCyc
rxn42934,RXN-2163,MetaCyc
rxn42935,LYSINE--TRNA-LIGASE-RXN,MetaCyc
rxn42936,RXN-16831,MetaCyc
rxn42937,CATECHOL-2-3-DIOXYGENASE-RXN,MetaCyc
rxn42938,RXN-14056,MetaCyc
rxn42939,RXN-14450,MetaCyc
rxn42940,RXN-17462,MetaCyc
rxn42941,RXN-18566,MetaCyc
rxn42943,RXN-17958,MetaCyc
rxn42944,RXN-18013,MetaCyc
rxn42945,RXN-18047,MetaCyc
rxn42946,RXN-11364,MetaCyc
rxn42947,RXN-15621,MetaCyc
rxn42948,RXN-17979,MetaCyc
rxn42949,RXN-19200,MetaCyc
rxn42950,RXN-16095,MetaCyc
rxn42951,RXN-7653,MetaCyc
rxn42952,RXN-685,MetaCyc
rxn42953,RXN-15573,MetaCyc
rxn42954,RXN-17344,MetaCyc
rxn42955,RXN-8389,MetaCyc
rxn42956,1.1.99.25-RXN,MetaCyc
rxn42957,RXN-13752,MetaCyc
rxn42958,RXN-15076,MetaCyc
rxn42959,RXN-13683,MetaCyc
rxn42960,RXN-14388,MetaCyc
rxn42961,RXN-19493,MetaCyc
rxn42962,RXN-15095,MetaCyc
rxn42963,RXN-17938,MetaCyc
rxn42964,RXN-17801,MetaCyc
rxn42965,RXN-15628,MetaCyc
rxn42966,RXN-17671,MetaCyc
rxn42967,RXN-18680,MetaCyc
rxn42968,3.2.1.47-RXN,MetaCyc
rxn42969,RXN-19046,MetaCyc
rxn42970,RXN-15997,MetaCyc
rxn42971,RXN1G-580,MetaCyc
rxn42972,RXN-16507,MetaCyc
rxn42973,RXN-16236,MetaCyc
rxn42974,RXN-15133,MetaCyc
rxn42975,RXN-16551,MetaCyc
rxn42976,TRANS-RXN0-264,MetaCyc
rxn42977,RXN-13826,MetaCyc
rxn42978,RXN-17377,MetaCyc
rxn42979,RXN-8009,MetaCyc
rxn42980,RXN-15222,MetaCyc
rxn42981,RXN-15565,MetaCyc
rxn42982,RXN-18703,MetaCyc
rxn42983,RXN-13788,MetaCyc
rxn42984,RXN-7282,MetaCyc
rxn42985,RXN-13878,MetaCyc
rxn42986,RXN-15406,MetaCyc
rxn42987,RXN-6545,MetaCyc
rxn42988,RXN-14650,MetaCyc
rxn42989,RXN-17771,MetaCyc
rxn42990,RXN-19926,MetaCyc
rxn42991,RXN-16931,MetaCyc
rxn42992,RXN-19341,MetaCyc
rxn42993,RXN-15673,MetaCyc
rxn42994,RXN-13868,MetaCyc
rxn42995,RXN-7820,MetaCyc
rxn42996,RXN-15541,MetaCyc
rxn42997,RXN-16745,MetaCyc
rxn42998,CHLOROMALERED-RXN,MetaCyc
rxn42999,RXN-8296,MetaCyc
rxn43000,3.4.21.1-RXN,MetaCyc
rxn43000,3.4.21.2-RXN,MetaCyc
rxn43000,3.4.21.3-RXN,MetaCyc
rxn43000,3.4.21.4-RXN,MetaCyc
rxn43000,3.4.21.7-RXN,MetaCyc
rxn43001,RXN-18069,MetaCyc
rxn43002,RXN-19883,MetaCyc
rxn43003,RXN-14645,MetaCyc
rxn43004,RXN-9314,MetaCyc
rxn43005,RXN-8322,MetaCyc
rxn43007,TRANS-RXN0-534,MetaCyc
rxn43008,RXN-16544,MetaCyc
rxn43009,RXN0-6529,MetaCyc
rxn43010,RXN-7904,MetaCyc
rxn43011,RXN-18860,MetaCyc
rxn43012,RXN0-301,MetaCyc
rxn43013,RXN-13926,MetaCyc
rxn43014,RXN-13570,MetaCyc
rxn43015,RXN-16502,MetaCyc
rxn43017,RXN-18911,MetaCyc
rxn43018,RXN-15883,MetaCyc
rxn43019,UBIQUITIN--CALMODULIN-LIGASE-RXN,MetaCyc
rxn43020,RXN-18564,MetaCyc
rxn43021,RXN0-6524,MetaCyc
rxn43022,RXN-17279,MetaCyc
rxn43023,1.3.99.15-RXN,MetaCyc
rxn43024,3.4.24.86-RXN,MetaCyc
rxn43025,RXNQT-4313,MetaCyc
rxn43026,RXN-14386,MetaCyc
rxn43027,RXN-17452,MetaCyc
rxn43028,RXN-16219,MetaCyc
rxn43029,RXN-13437,MetaCyc
rxn43030,RXN-18391,MetaCyc
rxn43031,RXN-17909,MetaCyc
rxn43032,RXN-19208,MetaCyc
rxn43033,RXN-13160,MetaCyc
rxn43034,RXN-19424,MetaCyc
rxn43035,2.4.1.101-RXN,MetaCyc
rxn43036,RXN-13801,MetaCyc
rxn43037,RHAMNULOKIN-RXN,MetaCyc
rxn43038,RXN-14729,MetaCyc
rxn43039,RXN-13547,MetaCyc
rxn43040,3.1.27.6-RXN,MetaCyc
rxn43040,RXN0-5509,MetaCyc
rxn43040,RXN0-6381,MetaCyc
rxn43041,RXN-18198,MetaCyc
rxn43042,RXN-19079,MetaCyc
rxn43043,R543-RXN,MetaCyc
rxn43044,RXN-11114,MetaCyc
rxn43045,TARTRATE-EPIMERASE-RXN,MetaCyc
rxn43046,RXN-19646,MetaCyc
rxn43047,RXN-18636,MetaCyc
rxn43048,RXN-16062,MetaCyc
rxn43049,RXN-18158,MetaCyc
rxn43050,RXN-18142,MetaCyc
rxn43051,ALKYLGLYCERONE-KINASE-RXN,MetaCyc
rxn43052,RXN-9076,MetaCyc
rxn43053,RXN66-341,MetaCyc
rxn43054,RXN-16959,MetaCyc
rxn43055,RXN-16294,MetaCyc
rxn43056,RXN-15638,MetaCyc
rxn43057,RXN-17899,MetaCyc
rxn43058,RXN-16198,MetaCyc
rxn43059,RXN-14838,MetaCyc
rxn43060,3.4.24.59-RXN,MetaCyc
rxn43061,RXN-9620,MetaCyc
rxn43062,RXN-15597,MetaCyc
rxn43063,ACTINOMYCIN-LACTONASE-RXN,MetaCyc
rxn43064,RIBONUCLEOSIDE-TRIP-REDUCT-RXN,MetaCyc
rxn43065,RXN-8411,MetaCyc
rxn43066,RXN-15152,MetaCyc
rxn43067,RXN-9178,MetaCyc
rxn43069,RXN0-7007,MetaCyc
rxn43070,RXN-14865,MetaCyc
rxn43071,RXN-13888,MetaCyc
rxn43072,RXN-16952,MetaCyc
rxn43073,CITTRANS-RXN,MetaCyc
rxn43074,RXN-13479,MetaCyc
rxn43075,RXN-7629,MetaCyc
rxn43076,RXN-18528,MetaCyc
rxn43077,RXN66-482,MetaCyc
rxn43078,RXN-1121,MetaCyc
rxn43079,RXN-19359,MetaCyc
rxn43080,RXN-18760,MetaCyc
rxn43081,RXN-17890,MetaCyc
rxn43082,RXN-15137,MetaCyc
rxn43083,RXN-19117,MetaCyc
rxn43084,RXN-12615,MetaCyc
rxn43085,RXN0-7000,MetaCyc
rxn43087,RXN-1062,MetaCyc
rxn43088,RXN66-495,MetaCyc
rxn43089,RXN-15280,MetaCyc
rxn43090,RXN-16326,MetaCyc
rxn43091,RXN-18196,MetaCyc
rxn43092,RXN-15007,MetaCyc
rxn43093,RXN-17282,MetaCyc
rxn43094,RXN-17856,MetaCyc
rxn43095,RXN-10076,MetaCyc
rxn43096,RXN-16955,MetaCyc
rxn43097,3.2.2.23-RXN,MetaCyc
rxn43098,RXN-18951,MetaCyc
rxn43099,RXN-12864,MetaCyc
rxn43100,RXN-8536,MetaCyc
rxn43101,RXN-1402,MetaCyc
rxn43103,2.7.8.6-RXN,MetaCyc
rxn43104,RXN-19933,MetaCyc
rxn43106,RXN-19677,MetaCyc
rxn43107,2.3.1.128-RXN,MetaCyc
rxn43108,RXN-16139,MetaCyc
rxn43109,RXN-19570,MetaCyc
rxn43110,RXN-11408,MetaCyc
rxn43111,RXN-15257,MetaCyc
rxn43112,3.5.1.69-RXN,MetaCyc
rxn43113,RXN-19241,MetaCyc
rxn43114,RXN66-2,MetaCyc
rxn43115,RXN-17983,MetaCyc
rxn43116,RXN66-20,MetaCyc
rxn43117,RXN-9185,MetaCyc
rxn43118,RXN-16842,MetaCyc
rxn43119,RXN-18671,MetaCyc
rxn43120,RXN0-6734,MetaCyc
rxn43122,RXN-19178,MetaCyc
rxn43123,RXN-18694,MetaCyc
rxn43124,RXN-18562,MetaCyc
rxn43125,RXN-16406,MetaCyc
rxn43126,RXN-19857,MetaCyc
rxn43127,RXN-16970,MetaCyc
rxn43128,RXN-16058,MetaCyc
rxn43129,RXN-14243,MetaCyc
rxn43130,RXN-14320,MetaCyc
rxn43131,RXN-16590,MetaCyc
rxn43132,1.6.99.5-RXN,MetaCyc
rxn43133,RXNQT-4178,MetaCyc
rxn43134,RXN-11926,MetaCyc
rxn43135,RXN-15204,MetaCyc
rxn43136,ACETYLESTERASE-RXN,MetaCyc
rxn43137,RXN-17309,MetaCyc
