#source,ID
metacyc.compound:CPD-10779,MNXM44947
metacyc.compound:BUTADIENE,MNXM44949
metacyc.compound:CPD-18941,MNXM44954
metacyc.compound:CPD-18985,MNXM44968
metacyc.compound:CPD-12010,MNXM44970
metacyc.compound:CPD-12276,MNXM44971
metacyc.compound:2-3-Butanediols,MNXM44972
metacyc.compound:CPD-18120,MNXM4498
metacyc.compound:CAFFEOYLSHIKIMATE,MNXM4499
metacyc.compound:CPD-9542,MNXM44998
metacyc.compound:CPD-19294,MNXM45001
metacyc.compound:CPD-24204,MNXM45034
metacyc.compound:CPD-13279,MNXM45045
metacyc.compound:CPD0-1552,MNXM45055
metacyc.compound:CPD-12455,MNXM45092
metacyc.compound:CPD-12456,MNXM45102
metacyc.compound:CPD-14238,MNXM45128
metacyc.compound:C4-dicarboxylates,MNXM45131
metacyc.compound:CPD-13055,MNXM45156
metacyc.compound:CPD0-1355,MNXM45165
metacyc.compound:CETRAXATE,MNXM4517
metacyc.compound:CPD-22346,MNXM45175
metacyc.compound:CPD-9893,MNXM4518
metacyc.compound:CPD-16466,MNXM45185
metacyc.compound:CPD-10786,MNXM45189
metacyc.compound:DUTP,MNXM452
metacyc.compound:CHLORAMPHENICOL-3-ACETATE,MNXM4520
metacyc.compound:CHLORDECONE,MNXM4521
metacyc.compound:CHLORDECONE-ALCOHOL,MNXM4522
metacyc.compound:CHLOROBENZENE,MNXM4523
metacyc.compound:CHLOROHYDROQUINONE,MNXM4524
metacyc.compound:CPD-13491,MNXM45250
metacyc.compound:CPD-8984,MNXM4527
metacyc.compound:Citronellates,MNXM4528
metacyc.compound:CPD-12745,MNXM4530
metacyc.compound:CPD0-1359,MNXM45306
metacyc.compound:CPD-417,MNXM4531
metacyc.compound:CPD-517,MNXM4532
metacyc.compound:CORYDALINE,MNXM4533
metacyc.compound:COUMARALDEHYDE,MNXM4534
metacyc.compound:CPD-3941,MNXM45346
metacyc.compound:CPD-21154,MNXM4535
metacyc.compound:CPD-13860,MNXM4536
metacyc.compound:CPD-7170,MNXM45385
metacyc.compound:PYRIDOXINE-5P,MNXM454
metacyc.compound:CPD-8656,MNXM4540
metacyc.compound:CPD-282,MNXM4541
metacyc.compound:CPD-1124,MNXM4542
metacyc.compound:D-2-AMINO-HEXANO-6-LACTAM,MNXM4543
metacyc.compound:CPD-12704,MNXM45436
metacyc.compound:D-4-HYDROXYPHENYLGLYCINE,MNXM4544
metacyc.compound:CPD0-2067,MNXM45467
metacyc.compound:D-ERYTHRITOL-4P,MNXM4547
metacyc.compound:CPD-23215,MNXM45476
metacyc.compound:CPD-19463,MNXM45477
metacyc.compound:CARBAMOYLOXAMATE,MNXM45493
metacyc.compound:2-3-DIHYDROXYBENZOATE,MNXM455
metacyc.compound:CPD-15520,MNXM45500
metacyc.compound:CPD-22702,MNXM45504
metacyc.compound:CPD-12542,MNXM4551
metacyc.compound:CPD-7829,MNXM45535
metacyc.compound:CPD-24209,MNXM45544
metacyc.compound:CPD-373,MNXM4556
metacyc.compound:D-tagatofuranose,MNXM4557
metacyc.compound:D-XYLONO-14-LACTONE,MNXM4559
metacyc.compound:CPD-9240,MNXM4560
metacyc.compound:DAPHNIN,MNXM4561
metacyc.compound:CPD0-1366,MNXM45620
metacyc.compound:DEAMINOHYDROXYBLASTICIDIN-S,MNXM4563
metacyc.compound:CPD0-1673,MNXM45639
metacyc.compound:CPD-12888,MNXM4564
metacyc.compound:DESMETHYLSULOCHRIN,MNXM4565
metacyc.compound:DEOXYLIMONATE,MNXM4566
metacyc.compound:CPD-15327,MNXM45663
metacyc.compound:DEOXYLIMONONIC-ACID-D-RING-LACTONE,MNXM4567
metacyc.compound:CPD-324,MNXM4568
metacyc.compound:DIETHYLTHIOPHOSPHATE,MNXM4569
metacyc.compound:BETAINE_ALDEHYDE,MNXM457
metacyc.compound:CPD-1118,MNXM4570
metacyc.compound:CPD-152,MNXM4571
metacyc.compound:CPD-23478,MNXM45733
metacyc.compound:Carvones,MNXM45736
metacyc.compound:DIISOPROPYL-FLUOROPHOSPHATE,MNXM4574
metacyc.compound:DIISOPROPYL-PHOSPHATE,MNXM4575
metacyc.compound:DIOXINDOLE-3-ACETATE,MNXM4577
metacyc.compound:CPD-14609,MNXM45777
metacyc.compound:DISCADENINE,MNXM4578
metacyc.compound:CPD-14887,MNXM45781
metacyc.compound:CPD-17777,MNXM45788
metacyc.compound:CPD0-2306,MNXM45789
metacyc.compound:BUTYRIC_ACID,MNXM458
metacyc.compound:ETHYL-R-3-HYDROXYHEXANOATE,MNXM4583
metacyc.compound:CPD-714,MNXM45839
metacyc.compound:ETHYL-S-3-HYDROXYHEXANOATE,MNXM4584
metacyc.compound:CPD-491,MNXM4585
metacyc.compound:CPD-3261,MNXM4588
metacyc.compound:CPD-495,MNXM4589
metacyc.compound:AMINOBUT-CPD,MNXM4592
metacyc.compound:CPD-21818,MNXM45926
metacyc.compound:CPD-21824,MNXM45927
metacyc.compound:CPD0-2070,MNXM45942
metacyc.compound:CPD-9228,MNXM45946
metacyc.compound:CPD-20701,MNXM45981
metacyc.compound:OXALACETIC_ACID,MNXM46
metacyc.compound:DIHYDROXYACETONE,MNXM460
metacyc.compound:GLYCOCHENODEOXYCHOLATE-7-SULFATE,MNXM4600
metacyc.compound:CPD-19296,MNXM46004
metacyc.compound:Cellodextrins,MNXM46032
metacyc.compound:CPD-9227,MNXM46059
metacyc.compound:GUANIDINOETHYL-METHYL-PHOSPHATE,MNXM4606
metacyc.compound:CPD-7034,MNXM46060
metacyc.compound:CPD-9230,MNXM46064
metacyc.compound:CPD0-2068,MNXM46074
metacyc.compound:CPD-22034,MNXM46080
metacyc.compound:CPD66-40,MNXM46082
metacyc.compound:CPD-22033,MNXM46084
metacyc.compound:CPD-22036,MNXM46087
metacyc.compound:CPD-22035,MNXM46088
metacyc.compound:CPD-9939,MNXM4609
metacyc.compound:CPD-9814,MNXM46098
metacyc.compound:L-arabinopyranose,MNXM461
metacyc.compound:CPD-21994,MNXM46116
metacyc.compound:CPD-8472,MNXM46138
metacyc.compound:HYDANTOIN-5-PROPIONATE,MNXM4617
metacyc.compound:CPD-6901,MNXM46174
metacyc.compound:CPD-1541,MNXM4618
metacyc.compound:HYPOTAUROCYAMINE,MNXM4619
metacyc.compound:INDICAN,MNXM4620
metacyc.compound:CPD-20888,MNXM46200
metacyc.compound:CPD-21277,MNXM4621
metacyc.compound:CPD-21692,MNXM46243
metacyc.compound:ISOQUINOLINE,MNXM4625
metacyc.compound:CPD0-1088,MNXM46255
metacyc.compound:CPD-16782,MNXM46264
metacyc.compound:CPD0-1271,MNXM46265
metacyc.compound:CPD0-1272,MNXM46266
metacyc.compound:CPD-7252,MNXM4628
metacyc.compound:CPD-4822,MNXM4629
metacyc.compound:CPD-34,MNXM4630
metacyc.compound:CPD-587,MNXM4633
metacyc.compound:CPD-23259,MNXM46337
metacyc.compound:CPD-20498,MNXM46339
metacyc.compound:CPD-19136,MNXM4635
metacyc.compound:ERYTHRULOSE-1P,MNXM4635
metacyc.compound:CPD-22345,MNXM46352
metacyc.compound:CPD-20896,MNXM46355
metacyc.compound:Chlorins,MNXM46364
metacyc.compound:CPD-12810,MNXM4638
metacyc.compound:CPD-161,MNXM4639
metacyc.compound:CHLOROACETOL-PHOSPHATE,MNXM46396
metacyc.compound:DIMETHYL-GLYCINE,MNXM464
metacyc.compound:CPD-15867,MNXM4641
metacyc.compound:L-LYXOSE,MNXM4641
metacyc.compound:L-lyxose,MNXM4641
metacyc.compound:CPD-9611,MNXM46418
metacyc.compound:CPD-673,MNXM4643
metacyc.compound:CPD-584,MNXM4646
metacyc.compound:CPD-10336,MNXM46468
metacyc.compound:L-TYROSINE-METHYL-ESTER,MNXM4647
metacyc.compound:CPD-10337,MNXM46470
metacyc.compound:CPD-10335,MNXM46472
metacyc.compound:CPD-18896,MNXM46472
metacyc.compound:CPD-18897,MNXM46474
metacyc.compound:CPD-18898,MNXM46474
metacyc.compound:L-TYROSINE-METHYL-ESTER-4-SULFATE,MNXM4648
metacyc.compound:CPD-23333,MNXM46486
metacyc.compound:CPD-8933,MNXM46488
metacyc.compound:CPD-210,MNXM4649
metacyc.compound:CPD0-1031,MNXM46490
metacyc.compound:CPD-23256,MNXM46494
metacyc.compound:CARBAMYUL-L-ASPARTATE,MNXM465
metacyc.compound:LATIA-LUCIFERIN,MNXM4650
metacyc.compound:CPD-8963,MNXM46520
metacyc.compound:CPD-19258,MNXM46525
metacyc.compound:CPD-19390,MNXM46530
metacyc.compound:CPD-23240,MNXM46538
metacyc.compound:CPD0-1283,MNXM4655
metacyc.compound:CPD-19074,MNXM46558
metacyc.compound:CPD-8701,MNXM4657
metacyc.compound:CPD-605,MNXM4659
metacyc.compound:CPD-476,MNXM466
metacyc.compound:CPD-8775,MNXM4661
metacyc.compound:CPD-7848,MNXM4662
metacyc.compound:MALEIMIDE,MNXM4663
metacyc.compound:CR+3,MNXM46641
metacyc.compound:CR+2,MNXM46658
metacyc.compound:CPD-13042,MNXM4666
metacyc.compound:CPD-14362,MNXM46665
metacyc.compound:METHYL-EPOXYTRIDECADIENOATE,MNXM4667
metacyc.compound:CPD-10131,MNXM46677
metacyc.compound:CPD-13772,MNXM46678
metacyc.compound:CPD-545,MNXM4668
metacyc.compound:CPD-15084,MNXM46688
metacyc.compound:CPD-21683,MNXM46689
metacyc.compound:CPD-2421,MNXM4669
metacyc.compound:CPD-12582,MNXM46691
metacyc.compound:2-ETHYLHEXYL-PHTHALATE,MNXM4670
metacyc.compound:CPD-8829,MNXM46728
metacyc.compound:CPD-4565,MNXM46732
metacyc.compound:CPD-4566,MNXM46733
metacyc.compound:CPD-4567,MNXM46734
metacyc.compound:N-PHOSPHOGUANIDINOETHYL-METHYL-PHOSPHAT,MNXM4675
metacyc.compound:CPD-11268,MNXM4676
metacyc.compound:N2-ACETYLGENTAMICIN-C1A,MNXM4677
metacyc.compound:CPD-17734,MNXM46772
metacyc.compound:CPD-10483,MNXM4679
metacyc.compound:N2-MALONYL-D-TRYPTOPHAN,MNXM4680
metacyc.compound:N3-OXALYL-L-23-DIAMINOPROPANOATE,MNXM4681
metacyc.compound:CPD-12690,MNXM46817
metacyc.compound:CPD-19358,MNXM468287
metacyc.compound:CPD-19383,MNXM468288
metacyc.compound:CPD-19357,MNXM468289
metacyc.compound:CPD-19379,MNXM468290
metacyc.compound:CPD-19348,MNXM468291
metacyc.compound:N6-ACETYLKANAMYCIN-B,MNXM4683
metacyc.compound:CPD-16824,MNXM46830
metacyc.compound:CPD-19336,MNXM468311
metacyc.compound:CPD-18869,MNXM468346
metacyc.compound:12-Hydroxyjasmonate-Sulfates,MNXM468347
metacyc.compound:CPD-19816,MNXM468347
metacyc.compound:CPD-9839,MNXM468352
metacyc.compound:CPD-19355,MNXM468353
metacyc.compound:CPD-19356,MNXM468354
metacyc.compound:CPD-18192,MNXM468371
metacyc.compound:CPD-19567,MNXM468398
metacyc.compound:CPD-1061,MNXM4684
metacyc.compound:17-Alpha-Hydroxysteroids,MNXM468417
metacyc.compound:CPD-19611,MNXM468442
metacyc.compound:CPD0-1480,MNXM468467
metacyc.compound:CPD-19565,MNXM468478
metacyc.compound:CPD-19222,MNXM468502
metacyc.compound:Trans-23-dihydro-3-hydroxyanthranilate,MNXM468637
metacyc.compound:CPD-12492,MNXM468642
metacyc.compound:CPD-19668,MNXM468659
metacyc.compound:CPD-19669,MNXM468660
metacyc.compound:CPD-19227,MNXM468696
metacyc.compound:CPD-18592,MNXM468725
metacyc.compound:CPD-18593,MNXM468726
metacyc.compound:CPD-12843,MNXM46876
metacyc.compound:CPD-15483,MNXM46888
metacyc.compound:CPD-15482,MNXM46889
metacyc.compound:CPD-581,MNXM4692
metacyc.compound:CPD-8870,MNXM46921
metacyc.compound:CPD0-2229,MNXM469239
metacyc.compound:CPD0-2174,MNXM469243
metacyc.compound:N-34-DICHLOROPHENYLMALONATE,MNXM4693
metacyc.compound:CPD-19796,MNXM46937
metacyc.compound:4-NITROPHENYL-3-KETOVALIDAMINE,MNXM4694
metacyc.compound:CPD-21050,MNXM46944
metacyc.compound:CPD0-2094,MNXM46954
metacyc.compound:CPD-312,MNXM4696
metacyc.compound:CPD-14378,MNXM4697
metacyc.compound:CPD-8822,MNXM46971
metacyc.compound:N-ACETOXY-4-AMINOBIPHENYL,MNXM4698
metacyc.compound:CPD0-1276,MNXM46982
metacyc.compound:CPD0-1440,MNXM46982
metacyc.compound:CPD-8823,MNXM46988
metacyc.compound:CPD-11746,MNXM4699
metacyc.compound:CPD-1803,MNXM4700
metacyc.compound:CPD-8060,MNXM47001
metacyc.compound:CPD-16711,MNXM47007
metacyc.compound:CPD-580,MNXM4701
metacyc.compound:CPD-17408,MNXM47010
metacyc.compound:CPD-8824,MNXM47023
metacyc.compound:Vaccenoyl-Lipid,MNXM47028
metacyc.compound:CPD-11925,MNXM47049
metacyc.compound:CPD-19609,MNXM470951
metacyc.compound:CPD-424,MNXM4710
metacyc.compound:CPD-433,MNXM4711
metacyc.compound:CPD-434,MNXM4712
metacyc.compound:N-ACETYLISATIN,MNXM4713
metacyc.compound:N-ACYL-D-ASPARTATE,MNXM4714
metacyc.compound:CPD-485,MNXM4717
metacyc.compound:CPD-486,MNXM4718
metacyc.compound:N-BENZOYL-4-METHOXYANTHRANILATE,MNXM4720
metacyc.compound:N-BENZOYL-D-ARGININE,MNXM4721
metacyc.compound:N-BENZOYL-D-ARGININE-4-NITROANILIDE,MNXM4722
metacyc.compound:CPD-423,MNXM4723
metacyc.compound:CPD-199,MNXM4724
metacyc.compound:CPD-214,MNXM4725
metacyc.compound:CPD-411,MNXM4726
metacyc.compound:CPD-15553,MNXM47272
metacyc.compound:CPD-10432,MNXM47276
metacyc.compound:N-FERULOYLGLYCINE,MNXM4728
metacyc.compound:CPD-440,MNXM4729
metacyc.compound:PHENYLACETALDEHYDE,MNXM473
metacyc.compound:CPD-7656,MNXM47308
metacyc.compound:CPD-14039,MNXM4732
metacyc.compound:CPD-8926,MNXM47327
metacyc.compound:CPD-422,MNXM4735
metacyc.compound:CO+3,MNXM47356
metacyc.compound:CO+1,MNXM47358
metacyc.compound:N-METHYLANILINE,MNXM4736
metacyc.compound:N-METHYLHEXANAMIDE,MNXM4737
metacyc.compound:N-METHYLPHENYLETHANOLAMINE,MNXM4738
metacyc.compound:CPD-19760,MNXM474081
metacyc.compound:NONANE-46-DIONE,MNXM4742
metacyc.compound:20S22S25S-2225-EPOXYFUROST,MNXM4743
metacyc.compound:20S22S25S-2225-EPOXYFUROST-ETC-GLUCOSIDE,MNXM4744
metacyc.compound:CPD-9048,MNXM47444
metacyc.compound:COBALT-SIROHYDROCHLORIN,MNXM47447
metacyc.compound:CPD-9083,MNXM47460
metacyc.compound:CPD-677,MNXM4748
metacyc.compound:CPD-19233,MNXM47492
metacyc.compound:TARTRONATE-S-ALD,MNXM475
metacyc.compound:ORSELDEP-CPD,MNXM4750
metacyc.compound:CPD-3722,MNXM4752
metacyc.compound:CPD-14869,MNXM47539
metacyc.compound:OLEANDOMYCIN-2-O-PHOSPHATE,MNXM4756
metacyc.compound:CPD-12924,MNXM47578
metacyc.compound:CPD0-1305,MNXM47578
metacyc.compound:CPD-521,MNXM4758
metacyc.compound:OXIDIZED-LATIA-LUCIFERIN,MNXM4763
metacyc.compound:CPD-16552,MNXM47633
metacyc.compound:CPD-12146,MNXM47634
metacyc.compound:CPD-1004,MNXM4764
metacyc.compound:CPD-10129,MNXM47644
metacyc.compound:CPD-17770,MNXM47653
metacyc.compound:PARAOXON,MNXM4766
metacyc.compound:CPD-8633,MNXM4767
metacyc.compound:PENTAN-2-ONE,MNXM4768
metacyc.compound:L-DI-GMP,MNXM4772
metacyc.compound:PHASEOLLIDIN-HYDRATE,MNXM4773
metacyc.compound:CPD-8964,MNXM47731
metacyc.compound:CPD-7233,MNXM4774
metacyc.compound:CPD-11715,MNXM4775
metacyc.compound:PHENYLETHANOLAMINE,MNXM4776
metacyc.compound:CPD-5481,MNXM47764
metacyc.compound:CPD-19129,MNXM477644
metacyc.compound:CPD-16703,MNXM4777
metacyc.compound:CPD-10788,MNXM47773
metacyc.compound:PHLORETATE,MNXM4778
metacyc.compound:CPD-8687,MNXM47798
metacyc.compound:CPD-8688,MNXM47799
metacyc.compound:GUANIDINO-ACETATE-P,MNXM4780
metacyc.compound:CPD-8689,MNXM47800
metacyc.compound:CPD-8861,MNXM47829
metacyc.compound:DIOXOPIPERAZINE,MNXM4783
metacyc.compound:CPD-8868,MNXM47830
metacyc.compound:CPD-19276,MNXM478316
metacyc.compound:CPD-9639,MNXM478317
metacyc.compound:CPD-9051,MNXM478452
metacyc.compound:CPD-278,MNXM4785
metacyc.compound:CPD-19585,MNXM478595
metacyc.compound:CPD-11441,MNXM4786
metacyc.compound:CPD-19601,MNXM478630
metacyc.compound:CPD-19053,MNXM478633
metacyc.compound:CPD-5201,MNXM47871
metacyc.compound:CPD-5303,MNXM47878
metacyc.compound:CPD-7116,MNXM478919
metacyc.compound:HYDRPHENYLAC-CPD,MNXM479
metacyc.compound:CPD0-2360,MNXM47900
metacyc.compound:CPD-19883,MNXM479111
metacyc.compound:CPD-19882,MNXM479112
metacyc.compound:CUPRIZONE,MNXM47914
metacyc.compound:PROTOAPHIN-AGLUCONE,MNXM4793
metacyc.compound:CPD-497,MNXM4794
metacyc.compound:CPD-22091,MNXM47944
metacyc.compound:TETRAHYDROXYPTERIDINE,MNXM4795
metacyc.compound:CPD0-1399,MNXM47966
metacyc.compound:QUINALDATE,MNXM4797
metacyc.compound:CPD-8968,MNXM47976
metacyc.compound:QUINOLIN-4-OL,MNXM4798
metacyc.compound:DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE,MNXM480
metacyc.compound:CPD-22538,MNXM480155
metacyc.compound:CPD-11842,MNXM480278
metacyc.compound:CPD-14165,MNXM480284
metacyc.compound:2-KETO-4-HYDROXY-5-AMINO-VALERATE,MNXM480325
metacyc.compound:CPD0-1310,MNXM480326
metacyc.compound:CPD-19606,MNXM480327
metacyc.compound:LUCIFERYL-SULFATE,MNXM4805
metacyc.compound:CPD0-1367,MNXM480569
metacyc.compound:CPD-15866,MNXM480635
metacyc.compound:CPD-12533,MNXM480647
metacyc.compound:RICININE,MNXM4807
metacyc.compound:CPD-19536,MNXM480738
metacyc.compound:CPD-19664,MNXM480739
metacyc.compound:CPD-19666,MNXM480740
metacyc.compound:CPD-19662,MNXM480741
metacyc.compound:CPD-13599,MNXM48086
metacyc.compound:CPD-12733,MNXM4810
metacyc.compound:Cyclodextrins,MNXM48103
metacyc.compound:CPD-549,MNXM4811
metacyc.compound:CPD-9162,MNXM481110
metacyc.compound:CPD0-1681,MNXM48116
metacyc.compound:S-4-BROMOPHENYL-L-CYSTEINE,MNXM4812
metacyc.compound:CPD-17677,MNXM481209
metacyc.compound:CPD-18165,MNXM481210
metacyc.compound:CPD-19595,MNXM481220
metacyc.compound:CPD-1096,MNXM4814
metacyc.compound:CPD-10095,MNXM48145
metacyc.compound:CPD-7099,MNXM48152
metacyc.compound:S-ACYLGLUTATHIONE,MNXM4816
metacyc.compound:CPD-601,MNXM4817
metacyc.compound:S-METHYL-3-PHOSPHO-1-THIO-D-GLYCERATE,MNXM4818
metacyc.compound:CPD-18643,MNXM481829
metacyc.compound:CPD-19590,MNXM481847
metacyc.compound:CPD-18644,MNXM481851
metacyc.compound:CPD-18269,MNXM481854
metacyc.compound:CPD-18268,MNXM481855
metacyc.compound:CPD-18270,MNXM481861
metacyc.compound:CPD-7124,MNXM481890
metacyc.compound:S-METHYL-1-THIO-D-GLYCERATE,MNXM4819
metacyc.compound:CPD-7123,MNXM481900
metacyc.compound:CPD-11451,MNXM481947
metacyc.compound:CPD0-2466,MNXM481997
metacyc.compound:CPD-682,MNXM4820
metacyc.compound:CPD0-1160,MNXM482032
metacyc.compound:CPD-19214,MNXM482096
metacyc.compound:CPD-9642,MNXM482127
metacyc.compound:SCOPOLIN,MNXM4822
metacyc.compound:CPD-13585,MNXM48222
metacyc.compound:CPD-6968,MNXM48245
metacyc.compound:CPD-24218,MNXM482458
metacyc.compound:SINAPOYLTARTRONATE,MNXM4825
metacyc.compound:STAUROSPORINE,MNXM4828
metacyc.compound:CPD-21546,MNXM4829
metacyc.compound:CYSTAMINE,MNXM48293
metacyc.compound:CPD-16729,MNXM48294
metacyc.compound:CPD-17512,MNXM482942
metacyc.compound:CPD-17549,MNXM482944
metacyc.compound:CPD-3721,MNXM48297
metacyc.compound:CPD-9907,MNXM4830
metacyc.compound:CPD-512,MNXM4831
metacyc.compound:CPD-9011,MNXM4832
metacyc.compound:CPD-12645,MNXM4833
metacyc.compound:CPD-20745,MNXM48331
metacyc.compound:SULFUR-DIOXIDE,MNXM4835
metacyc.compound:CPD-17174,MNXM48350
metacyc.compound:C8,MNXM48357
metacyc.compound:CPD0-1245,MNXM48358
metacyc.compound:DL-5-FLUOROTRYPTOPHAN,MNXM48359
metacyc.compound:DL-6-FLUOROTRYPTOPHAN,MNXM48360
metacyc.compound:3-AMINO-12-PROPANEDIOL,MNXM483601
metacyc.compound:DL-6-METHYLTRYPTOPHAN,MNXM48361
metacyc.compound:CPD0-1246,MNXM48362
metacyc.compound:CPD0-1248,MNXM48363
metacyc.compound:CPD0-1249,MNXM48364
metacyc.compound:CPD-12252,MNXM48366
metacyc.compound:CPD-10023,MNXM48368
metacyc.compound:CPD-19587,MNXM483682
metacyc.compound:TAXUYUNNANIN-C,MNXM4837
metacyc.compound:CPD-23725,MNXM48370
metacyc.compound:D-aldohexoses,MNXM48379
metacyc.compound:CPD-10114,MNXM4838
metacyc.compound:D-Aldoses,MNXM48382
metacyc.compound:CPD-4890,MNXM4839
metacyc.compound:D-altropyranoses,MNXM48393
metacyc.compound:CPD-8530,MNXM483970
metacyc.compound:CPD-19881,MNXM483976
metacyc.compound:CPD-19568,MNXM483979
metacyc.compound:CPD-19884,MNXM483980
metacyc.compound:CPD-20949,MNXM483983
metacyc.compound:TESTOLATE,MNXM4840
metacyc.compound:CPD-20806,MNXM48402
metacyc.compound:CPD-11533,MNXM4841
metacyc.compound:CPD-21090,MNXM484266
metacyc.compound:CPD-19138,MNXM48428
metacyc.compound:CPD-18451,MNXM484289
metacyc.compound:CPD-19133,MNXM48433
metacyc.compound:D-fructopyranose-1-phosphate,MNXM48438
metacyc.compound:CPD-11647,MNXM4844
metacyc.compound:CPD-19525,MNXM484416
metacyc.compound:CPD-19521,MNXM484428
metacyc.compound:CPD0-1300,MNXM48444
metacyc.compound:CPD-435,MNXM4845
metacyc.compound:CPD-12113,MNXM484504
metacyc.compound:THIOPHENE-2-CARBONYL-COA,MNXM4846
metacyc.compound:CPD-7958,MNXM484607
metacyc.compound:CPD-19450,MNXM484620
metacyc.compound:CPD-18744,MNXM484623
metacyc.compound:D-GALACTOSYLAMINE,MNXM48463
metacyc.compound:CPD-562,MNXM4848
metacyc.compound:CPD-11638,MNXM48511
metacyc.compound:CPD-8826,MNXM48530
metacyc.compound:CPD-12255,MNXM48532
metacyc.compound:CPD-3571,MNXM4854
metacyc.compound:CPD-9449,MNXM48549
metacyc.compound:CPD-9062,MNXM48555
metacyc.compound:D-Mannosamines,MNXM48556
metacyc.compound:CPD-301,MNXM4856
metacyc.compound:CPD0-1959,MNXM48565
metacyc.compound:CPD-13844,MNXM48569
metacyc.compound:CPD-13964,MNXM48570
metacyc.compound:Mycinopyranose,MNXM48571
metacyc.compound:CPD-13963,MNXM48574
metacyc.compound:D-Olivose,MNXM48575
metacyc.compound:CPD-18163,MNXM48591
metacyc.compound:D-Rhamnose,MNXM48592
metacyc.compound:D-rhamnopyranoses,MNXM48592
metacyc.compound:CPD-13413,MNXM48597
metacyc.compound:CPD-10752,MNXM4860
metacyc.compound:CPD-21777,MNXM48612
metacyc.compound:CPD0-1116,MNXM48619
metacyc.compound:CPD-11211,MNXM48633
metacyc.compound:2-UNDECANONE,MNXM4865
metacyc.compound:CPD-19586,MNXM486527
metacyc.compound:CPD-17006,MNXM48656
metacyc.compound:D1-PIPERIDINE-DICARBOXYLATE,MNXM48658
metacyc.compound:URETHAN,MNXM4867
metacyc.compound:CPD-18503,MNXM486788
metacyc.compound:CPD-19560,MNXM486807
metacyc.compound:CPD0-1374,MNXM48684
metacyc.compound:VICIANOSE,MNXM4870
metacyc.compound:DIETHYL-2-METHYL-3-OXOSUCCINATE,MNXM487048
metacyc.compound:CPD0-2375,MNXM487081
metacyc.compound:4-hydroxy-L-lysine,MNXM487082
metacyc.compound:CPD-24215,MNXM487093
metacyc.compound:CPD-23268,MNXM487113
metacyc.compound:CPD-23599,MNXM487288
metacyc.compound:CPD-13281,MNXM48732
metacyc.compound:CPD-24095,MNXM487321
metacyc.compound:CPD-21332,MNXM48733
metacyc.compound:CPD-19879,MNXM487341
metacyc.compound:CPD-19596,MNXM487383
metacyc.compound:CPD-20530,MNXM48740
metacyc.compound:CPD-18449,MNXM487409
metacyc.compound:CPD-7125,MNXM487447
metacyc.compound:CPD-20469,MNXM48746
metacyc.compound:DAP,MNXM48749
metacyc.compound:CPD-18455,MNXM487505
metacyc.compound:CPD-18469,MNXM487506
metacyc.compound:CPD-18454,MNXM487507
metacyc.compound:CPD-20638,MNXM48763
metacyc.compound:Von-Willebrand-Factor,MNXM4877
metacyc.compound:CPD-24324,MNXM48772
metacyc.compound:CPD-12727,MNXM4878
metacyc.compound:CPD-12728,MNXM4879
metacyc.compound:XANTHINE-8-CARBOXYLATE,MNXM4880
metacyc.compound:XANTHOAPHIN,MNXM4881
metacyc.compound:CPD0-2491,MNXM488167
metacyc.compound:CPD-13041,MNXM4883
metacyc.compound:CPD-24212,MNXM488344
metacyc.compound:CPD0-1333,MNXM48837
metacyc.compound:CPD-12281,MNXM4884
metacyc.compound:CPD0-2565,MNXM48843
metacyc.compound:CPD-20655,MNXM488467
metacyc.compound:CPD-18734,MNXM488480
metacyc.compound:CPD-8235,MNXM4885
metacyc.compound:CPD-24351,MNXM488555
metacyc.compound:CPD-10052,MNXM4886
metacyc.compound:CPD-19964,MNXM48865
metacyc.compound:CPD-8787,MNXM4887
metacyc.compound:DECOYININE,MNXM48876
metacyc.compound:CPD-7827,MNXM48882
metacyc.compound:CPD-7826,MNXM48883
metacyc.compound:CPD-13471,MNXM48884
metacyc.compound:CPD-4462,MNXM4889
metacyc.compound:CPD-13867,MNXM4890
metacyc.compound:CPD-18193,MNXM489145
metacyc.compound:CPD-19295,MNXM489192
metacyc.compound:CPD-17793,MNXM48928
metacyc.compound:CPD-12891,MNXM4893
metacyc.compound:CPD0-1700,MNXM48932
metacyc.compound:CPD-13866,MNXM4894
metacyc.compound:CPD-19592,MNXM489452
metacyc.compound:CPD-19591,MNXM489453
metacyc.compound:CPD-22366,MNXM489586
metacyc.compound:CPD-18502,MNXM489599
metacyc.compound:CPD-13112,MNXM4896
metacyc.compound:CPD-19540,MNXM489651
metacyc.compound:CPD-7863,MNXM48967
metacyc.compound:CPD-19335,MNXM489718
metacyc.compound:CPD-23373,MNXM48972
metacyc.compound:CPD-13868,MNXM4898
metacyc.compound:CPD-17686,MNXM48986
metacyc.compound:CPD-15839,MNXM48991
metacyc.compound:CPD-289,MNXM4901
metacyc.compound:CPD-14308,MNXM490144
metacyc.compound:CPD-10032,MNXM4903
metacyc.compound:CPD-10033,MNXM4904
metacyc.compound:CPD-10393,MNXM49040
metacyc.compound:CPD-10031,MNXM4905
metacyc.compound:CPD-10034,MNXM4906
metacyc.compound:CPD-18652,MNXM490636
metacyc.compound:CPD-10029,MNXM4907
metacyc.compound:CPD-10026,MNXM4908
metacyc.compound:CPD-20674,MNXM49083
metacyc.compound:PKS-ACP-GROUP,MNXM490880
