#source,ID
kegg.compound:C18229,MNXM3992
kegg.compound:C11859,MNXM3993
kegg.compound:C06426,MNXM3995
kegg.compound:C09751,MNXM3996
kegg.compound:C04663,MNXM39971
kegg.compound:C08324,MNXM39972
kegg.compound:C10290,MNXM39974
kegg.compound:C19657,MNXM39977
kegg.compound:C09907,MNXM39978
kegg.compound:C20006,MNXM39979
kegg.compound:C11862,MNXM3999
kegg.compound:C03947,MNXM4001
kegg.compound:C14426,MNXM40015
kegg.compound:C19314,MNXM40019
kegg.compound:C18535,MNXM40020
kegg.compound:C09982,MNXM40022
kegg.compound:C04109,MNXM4004
kegg.compound:C11106,MNXM40044
kegg.compound:C10925,MNXM40048
kegg.compound:C06806,MNXM40049
kegg.compound:C07515,MNXM4005
kegg.compound:C06807,MNXM40059
kegg.compound:C10664,MNXM40064
kegg.compound:C17734,MNXM40065
kegg.compound:C14164,MNXM40068
kegg.compound:C01708,MNXM4007
kegg.compound:C02131,MNXM40080
kegg.compound:C17857,MNXM40082
kegg.compound:C08513,MNXM40086
kegg.compound:C16749,MNXM40095
kegg.compound:C16750,MNXM40099
kegg.compound:C13074,MNXM40101
kegg.compound:C11306,MNXM40103
kegg.compound:C16751,MNXM40104
kegg.compound:C17413,MNXM40109
kegg.compound:C16752,MNXM40116
kegg.compound:C09287,MNXM40119
kegg.compound:C22041,MNXM40128
kegg.compound:C03505,MNXM4013
kegg.compound:C20131,MNXM40138
kegg.compound:C08655,MNXM40144
kegg.compound:C19990,MNXM40145
kegg.compound:C14127,MNXM40149
kegg.compound:C08468,MNXM40150
kegg.compound:C20141,MNXM40151
kegg.compound:C20142,MNXM40156
kegg.compound:C19554,MNXM40158
kegg.compound:C09850,MNXM40159
kegg.compound:C19837,MNXM4016
kegg.compound:C18408,MNXM40160
kegg.compound:C19949,MNXM40165
kegg.compound:C10629,MNXM40166
kegg.compound:C10631,MNXM40167
kegg.compound:C10634,MNXM40168
kegg.compound:C09288,MNXM40169
kegg.compound:C09916,MNXM40170
kegg.compound:C07054,MNXM4018
kegg.compound:C17575,MNXM40180
kegg.compound:C09322,MNXM40183
kegg.compound:C18211,MNXM4019
kegg.compound:C12056,MNXM40190
kegg.compound:C17813,MNXM40197
kegg.compound:C18208,MNXM40198
kegg.compound:C18209,MNXM40199
kegg.compound:C02679,MNXM402
kegg.compound:C09057,MNXM40205
kegg.compound:C10565,MNXM40206
kegg.compound:C16910,MNXM40207
kegg.compound:C04075,MNXM4023
kegg.compound:C11757,MNXM40233
kegg.compound:C01826,MNXM4024
kegg.compound:C01398,MNXM40241
kegg.compound:C11277,MNXM40256
kegg.compound:C20958,MNXM4026
kegg.compound:C10123,MNXM40263
kegg.compound:C13727,MNXM40265
kegg.compound:C13722,MNXM40266
kegg.compound:C05765,MNXM4027
kegg.compound:C03850,MNXM40270
kegg.compound:C13740,MNXM40275
kegg.compound:C04544,MNXM4028
kegg.compound:C02994,MNXM4031
kegg.compound:C09323,MNXM40311
kegg.compound:C09020,MNXM40312
kegg.compound:C18189,MNXM40320
kegg.compound:C20047,MNXM40322
kegg.compound:C08843,MNXM40325
kegg.compound:C09993,MNXM40329
kegg.compound:C09994,MNXM40330
kegg.compound:C09995,MNXM40331
kegg.compound:C00008,MNXM40333
kegg.compound:C01593,MNXM4034
kegg.compound:C16127,MNXM40350
kegg.compound:C16128,MNXM40351
kegg.compound:C08845,MNXM40368
kegg.compound:C17162,MNXM40371
kegg.compound:C17163,MNXM40372
kegg.compound:C17099,MNXM40373
kegg.compound:C15747,MNXM40375
kegg.compound:C15749,MNXM40377
kegg.compound:C07080,MNXM4038
kegg.compound:C15745,MNXM40380
kegg.compound:C08921,MNXM40385
kegg.compound:C08395,MNXM40386
kegg.compound:C08628,MNXM4039
kegg.compound:C09021,MNXM40390
kegg.compound:C09022,MNXM40391
kegg.compound:C19584,MNXM40392
kegg.compound:C00233,MNXM404
kegg.compound:C07209,MNXM4040
kegg.compound:C19587,MNXM40401
kegg.compound:C01319,MNXM4041
kegg.compound:C10209,MNXM40412
kegg.compound:C04698,MNXM4042
kegg.compound:C08815,MNXM40421
kegg.compound:C10017,MNXM40426
kegg.compound:C02294,MNXM4043
kegg.compound:C16561,MNXM4044
kegg.compound:C20115,MNXM40449
kegg.compound:C20056,MNXM40455
kegg.compound:C03626,MNXM4046
kegg.compound:C16103,MNXM40462
kegg.compound:C10669,MNXM40464
kegg.compound:C10210,MNXM40466
kegg.compound:C10671,MNXM40467
kegg.compound:C09023,MNXM40469
kegg.compound:C02846,MNXM4047
kegg.compound:C10244,MNXM40471
kegg.compound:C16421,MNXM40472
kegg.compound:C08746,MNXM40473
kegg.compound:C08747,MNXM40474
kegg.compound:C08656,MNXM40476
kegg.compound:C08810,MNXM40478
kegg.compound:C09058,MNXM40479
kegg.compound:C08811,MNXM40480
kegg.compound:C16787,MNXM40481
kegg.compound:C17547,MNXM40483
kegg.compound:C17548,MNXM40484
kegg.compound:C17546,MNXM40485
kegg.compound:C09325,MNXM40487
kegg.compound:C09026,MNXM40489
kegg.compound:C09027,MNXM40491
kegg.compound:C17302,MNXM40492
kegg.compound:C17303,MNXM40493
kegg.compound:C10928,MNXM40499
kegg.compound:C00430,MNXM405
kegg.compound:C09326,MNXM40502
kegg.compound:C09327,MNXM40505
kegg.compound:C09329,MNXM40506
kegg.compound:C03135,MNXM4051
kegg.compound:C09289,MNXM40511
kegg.compound:C18414,MNXM40512
kegg.compound:C17360,MNXM40514
kegg.compound:C12021,MNXM40515
kegg.compound:C03519,MNXM4052
kegg.compound:C09290,MNXM40521
kegg.compound:C08732,MNXM40525
kegg.compound:C08738,MNXM40530
kegg.compound:C20206,MNXM40531
kegg.compound:C16627,MNXM40533
kegg.compound:C16628,MNXM40534
kegg.compound:C16629,MNXM40535
kegg.compound:C17457,MNXM40536
kegg.compound:C10747,MNXM40538
kegg.compound:C06746,MNXM4054
kegg.compound:C08515,MNXM40540
kegg.compound:C10566,MNXM40553
kegg.compound:C10567,MNXM40554
kegg.compound:C18049,MNXM4056
kegg.compound:C03139,MNXM4057
kegg.compound:C04207,MNXM4058
kegg.compound:C11015,MNXM40597
kegg.compound:C00406,MNXM406
kegg.compound:C04081,MNXM4060
kegg.compound:C03623,MNXM4061
kegg.compound:C02721,MNXM4062
kegg.compound:C18906,MNXM40637
kegg.compound:C08607,MNXM4066
kegg.compound:C10124,MNXM40673
kegg.compound:C08005,MNXM40677
kegg.compound:C06391,MNXM40682
kegg.compound:C15037,MNXM4070
kegg.compound:C17462,MNXM40707
kegg.compound:C17459,MNXM40708
kegg.compound:C17460,MNXM40709
kegg.compound:C03887,MNXM4071
kegg.compound:C17461,MNXM40710
kegg.compound:C10291,MNXM40714
kegg.compound:C15038,MNXM4072
kegg.compound:C10293,MNXM40745
kegg.compound:C06758,MNXM4077
kegg.compound:C18370,MNXM40770
kegg.compound:C01948,MNXM4079
kegg.compound:C00750,MNXM408
kegg.compound:C09766,MNXM40802
kegg.compound:C15880,MNXM40807
kegg.compound:C01842,MNXM4081
kegg.compound:C14613,MNXM40811
kegg.compound:C14337,MNXM40815
kegg.compound:C19043,MNXM40817
kegg.compound:C20866,MNXM40822
kegg.compound:C14174,MNXM40825
kegg.compound:C15337,MNXM40828
kegg.compound:C02308,MNXM4083
kegg.compound:C09061,MNXM40836
kegg.compound:C09053,MNXM40837
kegg.compound:C01745,MNXM4084
kegg.compound:C10899,MNXM40843
kegg.compound:C20034,MNXM40845
kegg.compound:C05346,MNXM40848
kegg.compound:C01746,MNXM4085
kegg.compound:C19316,MNXM40857
kegg.compound:C12306,MNXM40858
kegg.compound:C03848,MNXM4086
kegg.compound:C19317,MNXM40861
kegg.compound:C19318,MNXM40862
kegg.compound:C08383,MNXM40863
kegg.compound:C12811,MNXM40865
kegg.compound:C18947,MNXM40872
kegg.compound:C10211,MNXM40883
kegg.compound:C16760,MNXM40887
kegg.compound:C10294,MNXM40888
kegg.compound:C05545,MNXM4089
kegg.compound:C17779,MNXM40893
kegg.compound:C10748,MNXM40897
kegg.compound:C16236,MNXM4090
kegg.compound:C15066,MNXM40909
kegg.compound:C09305,MNXM4091
kegg.compound:C04265,MNXM40912
kegg.compound:C20985,MNXM40917
kegg.compound:C02502,MNXM4092
kegg.compound:C15121,MNXM40926
kegg.compound:C14904,MNXM40927
kegg.compound:C15120,MNXM40928
kegg.compound:C15122,MNXM40929
kegg.compound:C03897,MNXM4093
kegg.compound:C17904,MNXM40934
kegg.compound:C01448,MNXM4094
kegg.compound:C05717,MNXM40951
kegg.compound:C12288,MNXM40954
kegg.compound:C08847,MNXM40956
kegg.compound:C06413,MNXM4096
kegg.compound:C17846,MNXM40960
kegg.compound:C17088,MNXM40963
kegg.compound:C20037,MNXM40965
kegg.compound:C06414,MNXM4097
kegg.compound:C08739,MNXM40972
kegg.compound:C09383,MNXM40979
kegg.compound:C02897,MNXM40989
kegg.compound:C02472,MNXM40995
kegg.compound:C15603,MNXM4100
kegg.compound:C01751,MNXM4101
kegg.compound:C19691,MNXM4102
kegg.compound:C06162,MNXM4103
kegg.compound:C05404,MNXM41030
kegg.compound:C04428,MNXM41049
kegg.compound:C01851,MNXM4105
kegg.compound:C02080,MNXM4109
kegg.compound:C00705,MNXM411
kegg.compound:C17023,MNXM4111
kegg.compound:C01616,MNXM4112
kegg.compound:C12368,MNXM4113
kegg.compound:C03811,MNXM41169
kegg.compound:C08613,MNXM4117
kegg.compound:C04404,MNXM4120
kegg.compound:C08352,MNXM41257
kegg.compound:C19961,MNXM4126
kegg.compound:C04589,MNXM4127
kegg.compound:C04426,MNXM4128
kegg.compound:C08623,MNXM41282
kegg.compound:C13714,MNXM41283
kegg.compound:C13720,MNXM41284
kegg.compound:C16017,MNXM41285
kegg.compound:C06531,MNXM41289
kegg.compound:C15028,MNXM41293
kegg.compound:C14166,MNXM41294
kegg.compound:C06317,MNXM4130
kegg.compound:C02894,MNXM4131
kegg.compound:C12286,MNXM41318
kegg.compound:C01969,MNXM4132
kegg.compound:C01337,MNXM4133
kegg.compound:C10704,MNXM41336
kegg.compound:C02895,MNXM4134
kegg.compound:C01051,MNXM414
kegg.compound:C19737,MNXM4142
kegg.compound:C04875,MNXM4144
kegg.compound:C04883,MNXM4145
kegg.compound:C07914,MNXM4145
kegg.compound:C20054,MNXM41468
kegg.compound:C08319,MNXM41469
kegg.compound:C03040,MNXM4147
kegg.compound:C16161,MNXM41472
kegg.compound:C02758,MNXM41481
kegg.compound:C11776,MNXM41485
kegg.compound:C11820,MNXM41486
kegg.compound:C20578,MNXM41487
kegg.compound:C14395,MNXM41489
kegg.compound:C19735,MNXM4149
kegg.compound:C20127,MNXM41490
kegg.compound:C03962,MNXM4150
kegg.compound:C16597,MNXM4151
kegg.compound:C04026,MNXM41510
kegg.compound:C11586,MNXM41511
kegg.compound:C09592,MNXM41512
kegg.compound:C16039,MNXM41513
kegg.compound:C04316,MNXM4153
kegg.compound:C07338,MNXM4154
kegg.compound:C21727,MNXM4155
kegg.compound:C06297,MNXM41555
kegg.compound:C06300,MNXM41556
kegg.compound:C11397,MNXM4156
kegg.compound:C09889,MNXM41572
kegg.compound:C10729,MNXM41577
kegg.compound:C19831,MNXM4158
kegg.compound:C20078,MNXM41580
kegg.compound:C08929,MNXM41581
kegg.compound:C17091,MNXM41583
kegg.compound:C13842,MNXM41586
kegg.compound:C09729,MNXM41588
kegg.compound:C12300,MNXM41593
kegg.compound:C13202,MNXM41596
kegg.compound:C00500,MNXM416
kegg.compound:C09744,MNXM41603
kegg.compound:C14750,MNXM41607
kegg.compound:C06649,MNXM4161
kegg.compound:C09331,MNXM41616
kegg.compound:C06817,MNXM41619
kegg.compound:C10295,MNXM41628
kegg.compound:C05499,MNXM4163
kegg.compound:C16838,MNXM41631
kegg.compound:C10296,MNXM41633
kegg.compound:C11513,MNXM4164
kegg.compound:C03910,MNXM4165
kegg.compound:C11515,MNXM4167
kegg.compound:C04834,MNXM4168
kegg.compound:C06326,MNXM4169
kegg.compound:C02982,MNXM4170
kegg.compound:C16786,MNXM41703
kegg.compound:C20220,MNXM41704
kegg.compound:C10263,MNXM41705
kegg.compound:C09291,MNXM41707
kegg.compound:C03036,MNXM4171
kegg.compound:C09767,MNXM41710
kegg.compound:C17519,MNXM41713
kegg.compound:C01552,MNXM41718
kegg.compound:C08433,MNXM41719
kegg.compound:C08517,MNXM41724
kegg.compound:C07773,MNXM41725
kegg.compound:C19805,MNXM4173
kegg.compound:C09292,MNXM41734
kegg.compound:C10018,MNXM41745
kegg.compound:C09996,MNXM41747
kegg.compound:C18700,MNXM41752
kegg.compound:C19746,MNXM4176
kegg.compound:C06060,MNXM41769
kegg.compound:C19731,MNXM4177
kegg.compound:C18963,MNXM41770
kegg.compound:C10933,MNXM41778
kegg.compound:C11419,MNXM4178
kegg.compound:C06819,MNXM41782
kegg.compound:C06821,MNXM41784
kegg.compound:C04529,MNXM4179
kegg.compound:C00979,MNXM418
kegg.compound:C05383,MNXM41810
kegg.compound:C04264,MNXM4182
kegg.compound:C05581,MNXM4183
kegg.compound:C11071,MNXM41840
kegg.compound:C20773,MNXM41844
kegg.compound:C07617,MNXM41847
kegg.compound:C12083,MNXM4185
kegg.compound:C18618,MNXM41855
kegg.compound:C07756,MNXM4186
kegg.compound:C07539,MNXM41863
kegg.compound:C19936,MNXM4187
kegg.compound:C06823,MNXM41891
kegg.compound:C18581,MNXM41894
kegg.compound:C10995,MNXM41898
kegg.compound:C06824,MNXM41899
kegg.compound:C00314,MNXM419
kegg.compound:C03392,MNXM4190
kegg.compound:C11261,MNXM41901
kegg.compound:C06825,MNXM41904
kegg.compound:C10125,MNXM41907
kegg.compound:C09056,MNXM41917
kegg.compound:C10749,MNXM41919
kegg.compound:C18011,MNXM4192
kegg.compound:C07536,MNXM41921
kegg.compound:C07626,MNXM41923
kegg.compound:C02611,MNXM4193
kegg.compound:C03173,MNXM4195
kegg.compound:C13672,MNXM41968
kegg.compound:C13675,MNXM41969
kegg.compound:C03195,MNXM4197
kegg.compound:C07616,MNXM41971
kegg.compound:C09997,MNXM41973
kegg.compound:C09998,MNXM41974
kegg.compound:C06573,MNXM41978
kegg.compound:C08086,MNXM41986
kegg.compound:C11760,MNXM41988
kegg.compound:C01553,MNXM41993
kegg.compound:C09333,MNXM41996
kegg.compound:C09334,MNXM41997
kegg.compound:C00214,MNXM420
kegg.compound:C21401,MNXM42002
kegg.compound:C15691,MNXM42014
kegg.compound:C16906,MNXM42017
kegg.compound:C11818,MNXM4202
kegg.compound:C10277,MNXM42020
kegg.compound:C08396,MNXM42021
kegg.compound:C10750,MNXM42026
kegg.compound:C02290,MNXM4203
kegg.compound:C08159,MNXM42042
kegg.compound:C20010,MNXM42043
kegg.compound:C10841,MNXM42044
kegg.compound:C19998,MNXM42045
kegg.compound:C07301,MNXM4205
kegg.compound:C12342,MNXM42050
kegg.compound:C09335,MNXM42051
kegg.compound:C12340,MNXM42052
kegg.compound:C18774,MNXM42056
kegg.compound:C10569,MNXM42057
kegg.compound:C20214,MNXM42062
kegg.compound:C15423,MNXM42064
kegg.compound:C15324,MNXM42065
kegg.compound:C15097,MNXM42066
kegg.compound:C15194,MNXM42067
kegg.compound:C15370,MNXM42068
kegg.compound:C16015,MNXM4207
kegg.compound:C14624,MNXM42070
kegg.compound:C12132,MNXM42079
kegg.compound:C12129,MNXM42081
kegg.compound:C16913,MNXM42082
kegg.compound:C19752,MNXM4209
kegg.compound:C15848,MNXM42096
kegg.compound:C15849,MNXM42097
kegg.compound:C00568,MNXM421
kegg.compound:C09336,MNXM42102
kegg.compound:C10279,MNXM42107
kegg.compound:C09293,MNXM42108
kegg.compound:C10751,MNXM42111
kegg.compound:C09032,MNXM42112
kegg.compound:C08657,MNXM42117
kegg.compound:C20250,MNXM4212
kegg.compound:C12250,MNXM42127
kegg.compound:C20254,MNXM4213
kegg.compound:C10127,MNXM42133
kegg.compound:C10635,MNXM42137
kegg.compound:C18935,MNXM42138
kegg.compound:C06594,MNXM4214
kegg.compound:C18394,MNXM42144
kegg.compound:C13355,MNXM42148
kegg.compound:C16204,MNXM4215
kegg.compound:C09294,MNXM42150
kegg.compound:C10637,MNXM42152
kegg.compound:C10639,MNXM42155
kegg.compound:C04275,MNXM4216
kegg.compound:C09851,MNXM42162
kegg.compound:C09338,MNXM42163
kegg.compound:C09852,MNXM42165
kegg.compound:C09855,MNXM42166
kegg.compound:C10570,MNXM42173
kegg.compound:C08658,MNXM42174
kegg.compound:C06722,MNXM4218
kegg.compound:C19327,MNXM42183
kegg.compound:C22192,MNXM42184
kegg.compound:C08326,MNXM42187
kegg.compound:C08327,MNXM42188
kegg.compound:C07092,MNXM4219
kegg.compound:C09062,MNXM42191
kegg.compound:C16994,MNXM42198
kegg.compound:C00555,MNXM422
kegg.compound:C03047,MNXM4220
kegg.compound:C14417,MNXM42202
kegg.compound:C14267,MNXM42222
kegg.compound:C10297,MNXM42223
kegg.compound:C04277,MNXM4223
kegg.compound:C04905,MNXM4224
kegg.compound:C17704,MNXM42250
kegg.compound:C17705,MNXM42251
kegg.compound:C15839,MNXM42252
kegg.compound:C15756,MNXM42253
kegg.compound:C02691,MNXM4226
kegg.compound:C04636,MNXM4227
kegg.compound:C15235,MNXM42271
kegg.compound:C19192,MNXM42272
kegg.compound:C19328,MNXM42273
kegg.compound:C05201,MNXM4228
kegg.compound:C08848,MNXM42281
kegg.compound:C09033,MNXM42284
kegg.compound:C09768,MNXM42285
kegg.compound:C05314,MNXM4229
kegg.compound:C19136,MNXM42292
kegg.compound:C06638,MNXM4230
kegg.compound:C20048,MNXM42300
kegg.compound:C15856,MNXM42307
kegg.compound:C04359,MNXM4231
kegg.compound:C19329,MNXM42313
kegg.compound:C10019,MNXM42330
kegg.compound:C03575,MNXM4235
kegg.compound:C02494,MNXM4237
kegg.compound:C11714,MNXM4238
kegg.compound:C14800,MNXM4239
kegg.compound:C17268,MNXM4241
kegg.compound:C16878,MNXM42411
kegg.compound:C16769,MNXM42412
kegg.compound:C17132,MNXM42413
kegg.compound:C17177,MNXM42414
kegg.compound:C10843,MNXM42423
kegg.compound:C15375,MNXM42424
kegg.compound:C11380,MNXM42425
kegg.compound:C09034,MNXM42427
kegg.compound:C10844,MNXM42428
kegg.compound:C09035,MNXM42433
kegg.compound:C07668,MNXM42434
kegg.compound:C01555,MNXM42435
kegg.compound:C21555,MNXM42442
kegg.compound:C07826,MNXM42448
kegg.compound:C15538,MNXM4246
kegg.compound:C13922,MNXM42461
kegg.compound:C13923,MNXM42462
kegg.compound:C02217,MNXM4247
kegg.compound:C04318,MNXM4248
kegg.compound:C12271,MNXM42487
kegg.compound:C09999,MNXM42502
kegg.compound:C19019,MNXM42505
kegg.compound:C21605,MNXM42511
kegg.compound:C10642,MNXM42515
kegg.compound:C10643,MNXM42516
kegg.compound:C09295,MNXM42517
kegg.compound:C17787,MNXM42519
kegg.compound:C03049,MNXM4252
kegg.compound:C09296,MNXM42527
kegg.compound:C04758,MNXM4253
kegg.compound:C10545,MNXM42530
kegg.compound:C16915,MNXM42531
kegg.compound:C09297,MNXM42532
kegg.compound:C09298,MNXM42533
kegg.compound:C10298,MNXM42538
kegg.compound:C03207,MNXM4254
kegg.compound:C10128,MNXM42541
kegg.compound:C17894,MNXM42542
kegg.compound:C17893,MNXM42543
kegg.compound:C17892,MNXM42545
kegg.compound:C17896,MNXM42546
kegg.compound:C17897,MNXM42547
kegg.compound:C10129,MNXM42548
kegg.compound:C09912,MNXM42549
kegg.compound:C01782,MNXM42553
kegg.compound:C20035,MNXM42558
kegg.compound:C15845,MNXM42559
kegg.compound:C01404,MNXM42561
kegg.compound:C10753,MNXM42565
kegg.compound:C20093,MNXM42573
kegg.compound:C20094,MNXM42574
kegg.compound:C13927,MNXM42576
kegg.compound:C13929,MNXM42577
kegg.compound:C20095,MNXM42577
kegg.compound:C10754,MNXM42584
kegg.compound:C09037,MNXM42586
kegg.compound:C08922,MNXM42587
kegg.compound:C12564,MNXM42589
kegg.compound:C10300,MNXM42592
kegg.compound:C09342,MNXM42595
kegg.compound:C09917,MNXM42597
kegg.compound:C10302,MNXM42598
kegg.compound:C09299,MNXM42599
kegg.compound:C03659,MNXM4260
kegg.compound:C12258,MNXM42600
kegg.compound:C11442,MNXM42618
kegg.compound:C11443,MNXM42619
kegg.compound:C06514,MNXM42620
kegg.compound:C15634,MNXM42621
kegg.compound:C15531,MNXM4263
kegg.compound:C03210,MNXM4264
kegg.compound:C20298,MNXM42649
kegg.compound:C19331,MNXM42654
kegg.compound:C15883,MNXM4266
kegg.compound:C16400,MNXM4267
kegg.compound:C06269,MNXM42674
kegg.compound:C04625,MNXM4268
kegg.compound:C09301,MNXM42684
kegg.compound:C09302,MNXM42686
kegg.compound:C09303,MNXM42688
kegg.compound:C06148,MNXM4269
kegg.compound:C05585,MNXM4270
kegg.compound:C09304,MNXM42702
kegg.compound:C09344,MNXM42703
kegg.compound:C09345,MNXM42705
kegg.compound:C00102,MNXM4271
kegg.compound:C15686,MNXM42710
kegg.compound:C03750,MNXM4272
kegg.compound:C04641,MNXM4273
kegg.compound:C03600,MNXM4275
kegg.compound:C16916,MNXM42757
kegg.compound:C08923,MNXM42759
kegg.compound:C04106,MNXM4277
kegg.compound:C16442,MNXM42782
kegg.compound:C09836,MNXM42783
kegg.compound:C15738,MNXM42786
kegg.compound:C08849,MNXM42787
kegg.compound:C10766,MNXM42796
kegg.compound:C09471,MNXM42797
kegg.compound:C09063,MNXM42799
kegg.compound:C20644,MNXM4280
kegg.compound:C15428,MNXM42805
kegg.compound:C08467,MNXM42806
kegg.compound:C17470,MNXM42814
kegg.compound:C11045,MNXM42817
kegg.compound:C03666,MNXM4282
kegg.compound:C08850,MNXM42828
kegg.compound:C11688,MNXM42831
kegg.compound:C11655,MNXM42834
kegg.compound:C10672,MNXM42835
kegg.compound:C10673,MNXM42836
kegg.compound:C09038,MNXM42837
kegg.compound:C09040,MNXM42839
kegg.compound:C09041,MNXM42841
kegg.compound:C13269,MNXM42849
kegg.compound:C03827,MNXM4285
kegg.compound:C02007,MNXM42851
kegg.compound:C12235,MNXM42858
kegg.compound:C02674,MNXM4286
kegg.compound:C06832,MNXM42864
kegg.compound:C17209,MNXM4287
kegg.compound:C17449,MNXM42875
kegg.compound:C17797,MNXM42878
kegg.compound:C17798,MNXM42879
kegg.compound:C02498,MNXM4288
kegg.compound:C08924,MNXM42880
kegg.compound:C17799,MNXM42881
kegg.compound:C17800,MNXM42882
kegg.compound:C17801,MNXM42883
kegg.compound:C17802,MNXM42884
kegg.compound:C17416,MNXM42886
kegg.compound:C08925,MNXM42887
kegg.compound:C03574,MNXM4289
kegg.compound:C10130,MNXM42890
kegg.compound:C17708,MNXM42894
kegg.compound:C10131,MNXM42896
kegg.compound:C12099,MNXM42898
kegg.compound:C18350,MNXM42899
kegg.compound:C01546,MNXM4290
kegg.compound:C05802,MNXM4291
kegg.compound:C10644,MNXM42911
kegg.compound:C10645,MNXM42913
kegg.compound:C09123,MNXM42918
kegg.compound:C09343,MNXM42919
kegg.compound:C08497,MNXM4292
kegg.compound:C09347,MNXM42920
kegg.compound:C18964,MNXM42921
kegg.compound:C10052,MNXM42922
kegg.compound:C01874,MNXM4293
kegg.compound:C08660,MNXM42930
kegg.compound:C02224,MNXM4294
kegg.compound:C06835,MNXM42940
kegg.compound:C17885,MNXM42943
kegg.compound:C17886,MNXM42944
kegg.compound:C16918,MNXM42948
kegg.compound:C17856,MNXM42949
kegg.compound:C03982,MNXM4295
kegg.compound:C16919,MNXM42950
kegg.compound:C17858,MNXM42952
kegg.compound:C17859,MNXM42953
kegg.compound:C17860,MNXM42954
kegg.compound:C17861,MNXM42955
kegg.compound:C17862,MNXM42956
kegg.compound:C17863,MNXM42957
kegg.compound:C17864,MNXM42958
kegg.compound:C17865,MNXM42959
kegg.compound:C03754,MNXM4296
kegg.compound:C17866,MNXM42960
kegg.compound:C07548,MNXM42961
kegg.compound:C19098,MNXM42963
kegg.compound:C16003,MNXM42965
kegg.compound:C14101,MNXM4298
kegg.compound:C03062,MNXM4299
kegg.compound:C09918,MNXM43004
kegg.compound:C10641,MNXM43005
kegg.compound:C21330,MNXM43006
kegg.compound:C19193,MNXM43007
kegg.compound:C06836,MNXM43009
kegg.compound:C16715,MNXM4301
kegg.compound:C17670,MNXM43011
kegg.compound:C10303,MNXM43012
kegg.compound:C08995,MNXM43013
kegg.compound:C06255,MNXM4302
kegg.compound:C09043,MNXM43025
